move,version_group,language,flavor_text
pound,lets-go-pikachu-lets-go-eevee,ja,"長い　しっぽや　手などを　使って
相手を　はたいて　攻撃する。"
pound,lets-go-pikachu-lets-go-eevee,zh-hans,"使用长长的尾巴或手等
拍打对手进行攻击。"
pound,lets-go-pikachu-lets-go-eevee,es-419,Golpea con las patas o la cola.
pound,sword-shield,ja-hrkt,"ながい　しっぽや　てなどを　つかって
あいてを　はたいて　こうげきする。"
pound,sword-shield,ko,"긴 꼬리나 손 등을 사용하여
상대를 때려서 공격한다."
pound,sword-shield,zh-hant,"使用長長的尾巴或手等
拍打對手進行攻擊。"
pound,sword-shield,fr,"Écrase l’ennemi avec les pattes avant ou la queue,
par exemple."
pound,sword-shield,de,Ein Hieb mit den Vorderbeinen oder dem Schweif.
pound,sword-shield,es,Golpea con las patas o la cola.
pound,sword-shield,it,"Colpisce il bersaglio con la coda o le zampe
anteriori."
pound,sword-shield,en,"The target is physically pounded with a long tail, a
foreleg, or the like."
pound,sword-shield,ja,"長い　しっぽや　手などを　使って
相手を　はたいて　攻撃する。"
pound,sword-shield,zh-hans,"使用长长的尾巴或手等
拍打对手进行攻击。"
pound,sword-shield,es-419,Golpea con las patas o la cola.
pound,scarlet-violet,en,"The target is physically pounded with a long tail, a foreleg, or the like."
karate-chop,gold-silver,en,"Has a high criti­
cal hit ratio."
karate-chop,crystal,en,"Has a high criti­
cal hit ratio."
karate-chop,ruby-sapphire,en,"A chopping attack with a
high critical-hit ratio."
karate-chop,emerald,en,"A chopping attack with a
high critical-hit ratio."
karate-chop,firered-leafgreen,en,"The foe is attacked
with a sharp chop.
It has a high
critical-hit ratio."
karate-chop,diamond-pearl,en,"The foe is attacked
with a sharp chop.
It has a high
critical-hit ratio."
karate-chop,platinum,en,"The foe is attacked
with a sharp chop.
It has a high
critical-hit ratio."
karate-chop,heartgold-soulsilver,en,"The foe is attacked
with a sharp chop.
It has a high
critical-hit ratio."
karate-chop,black-white,fr,"L’ennemi est tranché violemment.
Taux de critiques élevé."
karate-chop,black-white,en,"The target is attacked with a sharp chop.
Critical hits land more easily."
karate-chop,black-2-white-2,en,"The target is attacked with a sharp chop.
Critical hits land more easily."
karate-chop,x-y,ja-hrkt,"するどい　チョップで
あいてを　たたいて　こうげきする。
きゅうしょに　あたりやすい。"
karate-chop,x-y,ko,"날카로운 당수로
상대를 때려서 공격한다.
급소에 맞기 쉽다."
karate-chop,x-y,fr,"L’ennemi est tranché violemment.
Taux de critiques élevé."
karate-chop,x-y,de,"Gute Möglichkeit, einen Volltreffer zu landen."
karate-chop,x-y,es,Da un golpe cortante. Suele ser crítico.
karate-chop,x-y,it,"Colpisce il bersaglio con un colpo netto.
Probabile brutto colpo."
karate-chop,x-y,en,"The target is attacked with a sharp chop.
Critical hits land more easily."
karate-chop,x-y,ja,"鋭い　チョップで
相手を　たたいて　攻撃する。
急所に　当たりやすい。"
karate-chop,x-y,es-419,Da un golpe cortante. Suele ser crítico.
karate-chop,omega-ruby-alpha-sapphire,ja-hrkt,"するどい　チョップで
あいてを　たたいて　こうげきする。
きゅうしょに　あたりやすい。"
karate-chop,omega-ruby-alpha-sapphire,ko,"날카로운 당수로
상대를 때려서 공격한다.
급소에 맞기 쉽다."
karate-chop,omega-ruby-alpha-sapphire,fr,"L’ennemi est tranché violemment.
Taux de critiques élevé."
karate-chop,omega-ruby-alpha-sapphire,de,"Gute Möglichkeit, einen Volltreffer zu landen."
karate-chop,omega-ruby-alpha-sapphire,es,Da un golpe cortante. Suele ser crítico.
karate-chop,omega-ruby-alpha-sapphire,it,"Colpisce il bersaglio con un colpo netto.
Probabile brutto colpo."
karate-chop,omega-ruby-alpha-sapphire,en,"The target is attacked with a sharp chop.
Critical hits land more easily."
karate-chop,omega-ruby-alpha-sapphire,ja,"鋭い　チョップで
相手を　たたいて　攻撃する。
急所に　当たりやすい。"
karate-chop,omega-ruby-alpha-sapphire,es-419,Da un golpe cortante. Suele ser crítico.
karate-chop,sun-moon,ja-hrkt,"するどい　チョップで
あいてを　たたいて　こうげきする。
きゅうしょに　あたりやすい。"
karate-chop,sun-moon,ko,"날카로운 당수로
상대를 때려서 공격한다.
급소에 맞기 쉽다."
karate-chop,sun-moon,zh-hant,"用鋒利的手刀
劈向對手進行攻擊。
容易擊中要害。"
karate-chop,sun-moon,fr,"L’ennemi est tranché violemment.
Taux de critique élevé."
karate-chop,sun-moon,de,"Gute Möglichkeit, einen Volltreffer zu landen."
karate-chop,sun-moon,es,Da un golpe cortante. Suele ser crítico.
karate-chop,sun-moon,it,"Colpisce il bersaglio con un colpo netto.
Probabile brutto colpo."
karate-chop,sun-moon,en,"The target is attacked with a sharp chop. Critical
hits land more easily."
karate-chop,sun-moon,ja,"鋭い　チョップで
相手を　たたいて　攻撃する。
急所に　当たりやすい。"
karate-chop,sun-moon,zh-hans,"用锋利的手刀
劈向对手进行攻击。
容易击中要害。"
karate-chop,sun-moon,es-419,Da un golpe cortante. Suele ser crítico.
karate-chop,ultra-sun-ultra-moon,ja-hrkt,"するどい　チョップで
あいてを　たたいて　こうげきする。
きゅうしょに　あたりやすい。"
karate-chop,ultra-sun-ultra-moon,ko,"날카로운 당수로
상대를 때려서 공격한다.
급소에 맞기 쉽다."
karate-chop,ultra-sun-ultra-moon,zh-hant,"用鋒利的手刀
劈向對手進行攻擊。
容易擊中要害。"
karate-chop,ultra-sun-ultra-moon,fr,"L’ennemi est tranché violemment.
Taux de critique élevé."
karate-chop,ultra-sun-ultra-moon,de,"Gute Möglichkeit, einen Volltreffer zu landen."
karate-chop,ultra-sun-ultra-moon,es,Da un golpe cortante. Suele ser crítico.
karate-chop,ultra-sun-ultra-moon,it,"Colpisce il bersaglio con un colpo netto.
Probabile brutto colpo."
karate-chop,ultra-sun-ultra-moon,en,"The target is attacked with a sharp chop. Critical
hits land more easily."
karate-chop,ultra-sun-ultra-moon,ja,"鋭い　チョップで
相手を　たたいて　攻撃する。
急所に　当たりやすい。"
karate-chop,ultra-sun-ultra-moon,zh-hans,"用锋利的手刀
劈向对手进行攻击。
容易击中要害。"
karate-chop,ultra-sun-ultra-moon,es-419,Da un golpe cortante. Suele ser crítico.
karate-chop,lets-go-pikachu-lets-go-eevee,ja-hrkt,"するどい　チョップで
あいてを　たたいて　こうげきする。
きゅうしょに　あたりやすい。"
karate-chop,lets-go-pikachu-lets-go-eevee,ko,"날카로운 당수로
상대를 때려서 공격한다.
급소에 맞기 쉽다."
karate-chop,lets-go-pikachu-lets-go-eevee,zh-hant,"用鋒利的手刀
劈向對手進行攻擊。
容易擊中要害。"
karate-chop,lets-go-pikachu-lets-go-eevee,fr,"L’ennemi est tranché violemment.
Taux de critique élevé."
karate-chop,lets-go-pikachu-lets-go-eevee,de,"Gute Möglichkeit, einen Volltreffer zu landen."
karate-chop,lets-go-pikachu-lets-go-eevee,es,Da un golpe cortante. Suele ser crítico.
karate-chop,lets-go-pikachu-lets-go-eevee,it,"Colpisce il bersaglio con un colpo netto.
Probabile brutto colpo."
karate-chop,lets-go-pikachu-lets-go-eevee,en,"The target is attacked with a sharp chop. Critical
hits land more easily."
karate-chop,lets-go-pikachu-lets-go-eevee,ja,"鋭い　チョップで
相手を　たたいて　攻撃する。
急所に　当たりやすい。"
karate-chop,lets-go-pikachu-lets-go-eevee,zh-hans,"用锋利的手刀
劈向对手进行攻击。
容易击中要害。"
karate-chop,lets-go-pikachu-lets-go-eevee,es-419,Da un golpe cortante. Suele ser crítico.
karate-chop,sword-shield,ja-hrkt,"このわざは　つかえません
おもいだすことが　できなくなりますが
わざを　わすれることを　おすすめします"
karate-chop,sword-shield,ko,"사용할 수 없는 기술입니다.
다시 배우게 할 수 없지만
기술을 잊게 하는 것을 권장합니다."
karate-chop,sword-shield,zh-hant,"無法使用此招式。
雖然忘記後將無法再想起來，
但還是建議忘記此招式。"
karate-chop,sword-shield,fr,"Cette capacité ne peut pas être utilisée.
Il est recommandé de l’oublier, même s’il sera
impossible de se la remémorer une fois oubliée."
karate-chop,sword-shield,de,"Diese Attacke kann nicht eingesetzt werden. Du solltest
dein Pokémon sie vergessen lassen. Beachte aber,
dass es sich danach nicht wieder an sie erinnern kann."
karate-chop,sword-shield,es,"Este movimiento no se puede usar, por lo que sería
mejor olvidarlo, aunque eso implique que no se pueda
recordar posteriormente."
karate-chop,sword-shield,it,"Questa mossa non può essere usata.
È consigliabile farla dimenticare al Pokémon. Tuttavia,
una volta dimenticata, non potrà più essere ricordata."
karate-chop,sword-shield,en,"This move can’t be used.
It’s recommended that this move is forgotten.
Once forgotten, this move can’t be remembered."
karate-chop,sword-shield,ja,"この技は　使えません
思い出すことが　できなくなりますが
技を　忘れることを　おすすめします"
karate-chop,sword-shield,zh-hans,"无法使用这个招式。
虽然忘记之后就再也想不起来了，
但还是建议忘记这个招式。"
karate-chop,sword-shield,es-419,"Este movimiento no se puede usar, por lo que sería
mejor olvidarlo, aunque eso implique que no se pueda
recordar posteriormente."
double-slap,gold-silver,en,"Repeatedly slaps
2-5 times."
double-slap,crystal,en,"Repeatedly slaps
2-5 times."
double-slap,ruby-sapphire,en,"Repeatedly slaps the foe
2 to 5 times."
double-slap,emerald,en,"Repeatedly slaps the foe
2 to 5 times."
double-slap,firered-leafgreen,en,"The foe is slapped
repeatedly, back
and forth, two to
five times."
double-slap,diamond-pearl,en,"The foe is slapped
repeatedly, back
and forth, two to
five times in a row."
double-slap,platinum,en,"The foe is slapped
repeatedly, back
and forth, two to
five times in a row."
double-slap,heartgold-soulsilver,en,"The foe is slapped
repeatedly, back
and forth, two to
five times in a row."
double-slap,black-white,fr,"Gifle rapidement l’ennemi
de 2 à 5 fois d’affilée."
double-slap,black-white,en,"The target is slapped repeatedly, back
and forth, two to five times in a row."
double-slap,black-2-white-2,en,"The target is slapped repeatedly, back
and forth, two to five times in a row."
double-slap,x-y,ja-hrkt,"おうふく　ビンタで
あいてを　たたいて　こうげきする。
２ー５かいの　あいだ　れんぞくで　だす。"
double-slap,x-y,ko,"연속 뺨치기로
상대를 때려서 공격한다.
2-5회 동안 연속으로 쓴다."
double-slap,x-y,fr,"Gifle rapidement l’ennemi de deux à cinq fois
d’affilée."
double-slap,x-y,de,"Trifft das Ziel zwei- bis fünfmal hintereinander
mit einem Duplexhieb."
double-slap,x-y,es,Abofetea de dos a cinco veces seguidas.
double-slap,x-y,it,"Schiaffeggia il bersaglio da due a cinque volte
di fila."
double-slap,x-y,en,"The target is slapped repeatedly, back
and forth, two to five times in a row."
double-slap,x-y,ja,"おうふく　ビンタで
相手を　たたいて　攻撃する。
２ー５回の　あいだ　連続で　だす。"
double-slap,x-y,es-419,Abofetea de dos a cinco veces seguidas.
double-slap,omega-ruby-alpha-sapphire,ja-hrkt,"おうふく　ビンタで
あいてを　たたいて　こうげきする。
２ー５かいの　あいだ　れんぞくで　だす。"
double-slap,omega-ruby-alpha-sapphire,ko,"연속 뺨치기로
상대를 때려서 공격한다.
2-5회 동안 연속으로 쓴다."
double-slap,omega-ruby-alpha-sapphire,fr,"Gifle rapidement l’ennemi de deux à cinq fois
d’affilée."
double-slap,omega-ruby-alpha-sapphire,de,"Trifft das Ziel zwei- bis fünfmal hintereinander
mit einem Duplexhieb."
double-slap,omega-ruby-alpha-sapphire,es,Abofetea de dos a cinco veces seguidas.
double-slap,omega-ruby-alpha-sapphire,it,"Schiaffeggia il bersaglio da due a cinque volte
di fila."
double-slap,omega-ruby-alpha-sapphire,en,"The target is slapped repeatedly, back
and forth, two to five times in a row."
double-slap,omega-ruby-alpha-sapphire,ja,"おうふく　ビンタで
相手を　たたいて　攻撃する。
２ー５回の　あいだ　連続で　だす。"
double-slap,omega-ruby-alpha-sapphire,es-419,Abofetea de dos a cinco veces seguidas.
double-slap,sun-moon,ja-hrkt,"おうふく　ビンタで
あいてを　たたいて　こうげきする。
２ー５かいの　あいだ　れんぞくで　だす。"
double-slap,sun-moon,ko,"연속 뺨치기로
상대를 때려서 공격한다.
2-5회 동안 연속으로 쓴다."
double-slap,sun-moon,zh-hant,"用連環巴掌
拍打對手進行攻擊。
會連續攻擊２～５次。"
double-slap,sun-moon,fr,"Gifle rapidement l’ennemi de deux à cinq fois
d’affilée."
double-slap,sun-moon,de,"Trifft das Ziel zwei- bis fünfmal hintereinander mit
einem Duplexhieb."
double-slap,sun-moon,es,Abofetea de dos a cinco veces seguidas.
double-slap,sun-moon,it,"Schiaffeggia il bersaglio da due a cinque volte
di fila."
double-slap,sun-moon,en,"The target is slapped repeatedly, back and forth,
two to five times in a row."
double-slap,sun-moon,ja,"おうふく　ビンタで
相手を　たたいて　攻撃する。
２ー５回の　間　連続で　だす。"
double-slap,sun-moon,zh-hans,"用连环巴掌
拍打对手进行攻击。
连续攻击２～５次。"
double-slap,sun-moon,es-419,Abofetea de dos a cinco veces seguidas.
double-slap,ultra-sun-ultra-moon,ja-hrkt,"おうふく　ビンタで
あいてを　たたいて　こうげきする。
２ー５かいの　あいだ　れんぞくで　だす。"
double-slap,ultra-sun-ultra-moon,ko,"연속 뺨치기로
상대를 때려서 공격한다.
2-5회 동안 연속으로 쓴다."
double-slap,ultra-sun-ultra-moon,zh-hant,"用連環巴掌
拍打對手進行攻擊。
會連續攻擊２～５次。"
double-slap,ultra-sun-ultra-moon,fr,"Gifle rapidement l’ennemi de deux à cinq fois
d’affilée."
double-slap,ultra-sun-ultra-moon,de,"Trifft das Ziel zwei- bis fünfmal hintereinander mit
einem Duplexhieb."
double-slap,ultra-sun-ultra-moon,es,Abofetea de dos a cinco veces seguidas.
double-slap,ultra-sun-ultra-moon,it,"Schiaffeggia il bersaglio da due a cinque volte
di fila."
double-slap,ultra-sun-ultra-moon,en,"The target is slapped repeatedly, back and forth,
two to five times in a row."
double-slap,ultra-sun-ultra-moon,ja,"おうふく　ビンタで
相手を　たたいて　攻撃する。
２ー５回の　間　連続で　だす。"
double-slap,ultra-sun-ultra-moon,zh-hans,"用连环巴掌
拍打对手进行攻击。
连续攻击２～５次。"
double-slap,ultra-sun-ultra-moon,es-419,Abofetea de dos a cinco veces seguidas.
double-slap,lets-go-pikachu-lets-go-eevee,ja-hrkt,"おうふく　ビンタで
あいてを　たたいて　こうげきする。
２ー５かいの　あいだ　れんぞくで　だす。"
double-slap,lets-go-pikachu-lets-go-eevee,ko,"연속 뺨치기로
상대를 때려서 공격한다.
2-5회 동안 연속으로 쓴다."
double-slap,lets-go-pikachu-lets-go-eevee,zh-hant,"用連環巴掌
拍打對手進行攻擊。
會連續攻擊２～５次。"
double-slap,lets-go-pikachu-lets-go-eevee,fr,Gifle rapidement l’ennemi de deux à cinq fois d’affilée.
double-slap,lets-go-pikachu-lets-go-eevee,de,"Trifft das Ziel zwei- bis fünfmal hintereinander mit
einem Duplexhieb."
double-slap,lets-go-pikachu-lets-go-eevee,es,Abofetea de dos a cinco veces seguidas.
double-slap,lets-go-pikachu-lets-go-eevee,it,"Schiaffeggia il bersaglio da due a cinque volte
di fila."
double-slap,lets-go-pikachu-lets-go-eevee,en,"The target is slapped repeatedly, back and forth,
two to five times in a row."
double-slap,lets-go-pikachu-lets-go-eevee,ja,"おうふく　ビンタで
相手を　たたいて　攻撃する。
２ー５回の　間　連続で　だす。"
double-slap,lets-go-pikachu-lets-go-eevee,zh-hans,"用连环巴掌
拍打对手进行攻击。
连续攻击２～５次。"
double-slap,lets-go-pikachu-lets-go-eevee,es-419,Abofetea de dos a cinco veces seguidas.
double-slap,sword-shield,ja-hrkt,"このわざは　つかえません
おもいだすことが　できなくなりますが
わざを　わすれることを　おすすめします"
double-slap,sword-shield,ko,"사용할 수 없는 기술입니다.
다시 배우게 할 수 없지만
기술을 잊게 하는 것을 권장합니다."
double-slap,sword-shield,zh-hant,"無法使用此招式。
雖然忘記後將無法再想起來，
但還是建議忘記此招式。"
double-slap,sword-shield,fr,"Cette capacité ne peut pas être utilisée.
Il est recommandé de l’oublier, même s’il sera
impossible de se la remémorer une fois oubliée."
double-slap,sword-shield,de,"Diese Attacke kann nicht eingesetzt werden. Du solltest
dein Pokémon sie vergessen lassen. Beachte aber,
dass es sich danach nicht wieder an sie erinnern kann."
double-slap,sword-shield,es,"Este movimiento no se puede usar, por lo que sería
mejor olvidarlo, aunque eso implique que no se pueda
recordar posteriormente."
double-slap,sword-shield,it,"Questa mossa non può essere usata.
È consigliabile farla dimenticare al Pokémon. Tuttavia,
una volta dimenticata, non potrà più essere ricordata."
double-slap,sword-shield,en,"This move can’t be used.
It’s recommended that this move is forgotten.
Once forgotten, this move can’t be remembered."
double-slap,sword-shield,ja,"この技は　使えません
思い出すことが　できなくなりますが
技を　忘れることを　おすすめします"
double-slap,sword-shield,zh-hans,"无法使用这个招式。
虽然忘记之后就再也想不起来了，
但还是建议忘记这个招式。"
double-slap,sword-shield,es-419,"Este movimiento no se puede usar, por lo que sería
mejor olvidarlo, aunque eso implique que no se pueda
recordar posteriormente."
comet-punch,gold-silver,en,"Repeatedly punches
2-5 times."
comet-punch,crystal,en,"Repeatedly punches
2-5 times."
comet-punch,ruby-sapphire,en,"Repeatedly punches the foe
2 to 5 times."
comet-punch,emerald,en,"Repeatedly punches the foe
2 to 5 times."
comet-punch,firered-leafgreen,en,"The foe is hit with
a flurry of punches
that strike two to
five times."
comet-punch,diamond-pearl,en,"The foe is hit with
a flurry of punches
that strike two to
five times in a row."
comet-punch,platinum,en,"The foe is hit with
a flurry of punches
that strike two to
five times in a row."
comet-punch,heartgold-soulsilver,en,"The foe is hit with
a flurry of punches
that strike two to
five times in a row."
comet-punch,black-white,fr,"Une tornade de coups de poing
qui frappe de 2 à 5 fois d’affilée."
comet-punch,black-white,en,"The target is hit with a flurry of punches
that strike two to five times in a row."
comet-punch,black-2-white-2,en,"The target is hit with a flurry of punches
that strike two to five times in a row."
comet-punch,x-y,ja-hrkt,"どとうの　パンチで
あいてを　なぐりつけて　こうげきする。
２ー５かいの　あいだ　れんぞくで　だす。"
comet-punch,x-y,ko,"노도 같은 펀치로
상대를 세게 때려서 공격한다.
2-5회 동안 연속으로 쓴다."
comet-punch,x-y,fr,"Une tornade de coups de poing qui frappe de
deux à cinq fois d’affilée."
comet-punch,x-y,de,"Trifft das Ziel zwei- bis fünfmal hintereinander
mit kräftigen Hieben."
comet-punch,x-y,es,Pega de dos a cinco veces seguidas.
comet-punch,x-y,it,"Colpisce il bersaglio con una scarica di pugni
da due a cinque volte di fila."
comet-punch,x-y,en,"The target is hit with a flurry of punches
that strike two to five times in a row."
comet-punch,x-y,ja,"どとうの　パンチで
相手を　なぐりつけて　攻撃する。
２ー５回の　あいだ　連続で　だす。"
comet-punch,x-y,es-419,Pega de dos a cinco veces seguidas.
comet-punch,omega-ruby-alpha-sapphire,ja-hrkt,"どとうの　パンチで
あいてを　なぐりつけて　こうげきする。
２ー５かいの　あいだ　れんぞくで　だす。"
comet-punch,omega-ruby-alpha-sapphire,ko,"노도 같은 펀치로
상대를 세게 때려서 공격한다.
2-5회 동안 연속으로 쓴다."
comet-punch,omega-ruby-alpha-sapphire,fr,"Une tornade de coups de poing qui frappe de
deux à cinq fois d’affilée."
comet-punch,omega-ruby-alpha-sapphire,de,"Trifft das Ziel zwei- bis fünfmal hintereinander
mit kräftigen Hieben."
comet-punch,omega-ruby-alpha-sapphire,es,Pega de dos a cinco veces seguidas.
comet-punch,omega-ruby-alpha-sapphire,it,"Colpisce il bersaglio con una scarica di pugni
da due a cinque volte di fila."
comet-punch,omega-ruby-alpha-sapphire,en,"The target is hit with a flurry of punches
that strike two to five times in a row."
comet-punch,omega-ruby-alpha-sapphire,ja,"どとうの　パンチで
相手を　なぐりつけて　攻撃する。
２ー５回の　あいだ　連続で　だす。"
comet-punch,omega-ruby-alpha-sapphire,es-419,Pega de dos a cinco veces seguidas.
comet-punch,sun-moon,ja-hrkt,"どとうの　パンチで
あいてを　なぐりつけて　こうげきする。
２ー５かいの　あいだ　れんぞくで　だす。"
comet-punch,sun-moon,ko,"노도 같은 펀치로
상대를 세게 때려서 공격한다.
2-5회 동안 연속으로 쓴다."
comet-punch,sun-moon,zh-hant,"用怒濤般的拳頭
毆打對手進行攻擊。
連續攻擊２～５次。"
comet-punch,sun-moon,fr,"Une tornade de coups de poing qui frappe de
deux à cinq fois d’affilée."
comet-punch,sun-moon,de,"Trifft das Ziel zwei- bis fünfmal hintereinander mit
kräftigen Hieben."
comet-punch,sun-moon,es,Pega de dos a cinco veces seguidas.
comet-punch,sun-moon,it,"Colpisce il bersaglio con una scarica di pugni
da due a cinque volte di fila."
comet-punch,sun-moon,en,"The target is hit with a flurry of punches that strike
two to five times in a row."
comet-punch,sun-moon,ja,"どとうの　パンチで
相手を　なぐりつけて　攻撃する。
２ー５回の　間　連続で　だす。"
comet-punch,sun-moon,zh-hans,"用拳头怒涛般的
殴打对手进行攻击。
连续攻击２～５次。"
comet-punch,sun-moon,es-419,Pega de dos a cinco veces seguidas.
comet-punch,ultra-sun-ultra-moon,ja-hrkt,"どとうの　パンチで
あいてを　なぐりつけて　こうげきする。
２ー５かいの　あいだ　れんぞくで　だす。"
comet-punch,ultra-sun-ultra-moon,ko,"노도 같은 펀치로
상대를 세게 때려서 공격한다.
2-5회 동안 연속으로 쓴다."
comet-punch,ultra-sun-ultra-moon,zh-hant,"用怒濤般的拳頭
毆打對手進行攻擊。
連續攻擊２～５次。"
comet-punch,ultra-sun-ultra-moon,fr,"Une tornade de coups de poing qui frappe de
deux à cinq fois d’affilée."
comet-punch,ultra-sun-ultra-moon,de,"Trifft das Ziel zwei- bis fünfmal hintereinander mit
kräftigen Hieben."
comet-punch,ultra-sun-ultra-moon,es,Pega de dos a cinco veces seguidas.
comet-punch,ultra-sun-ultra-moon,it,"Colpisce il bersaglio con una scarica di pugni
da due a cinque volte di fila."
comet-punch,ultra-sun-ultra-moon,en,"The target is hit with a flurry of punches that strike
two to five times in a row."
comet-punch,ultra-sun-ultra-moon,ja,"どとうの　パンチで
相手を　なぐりつけて　攻撃する。
２ー５回の　間　連続で　だす。"
comet-punch,ultra-sun-ultra-moon,zh-hans,"用拳头怒涛般的
殴打对手进行攻击。
连续攻击２～５次。"
comet-punch,ultra-sun-ultra-moon,es-419,Pega de dos a cinco veces seguidas.
comet-punch,lets-go-pikachu-lets-go-eevee,ja-hrkt,"どとうの　パンチで
あいてを　なぐりつけて　こうげきする。
２ー５かいの　あいだ　れんぞくで　だす。"
comet-punch,lets-go-pikachu-lets-go-eevee,ko,"노도 같은 펀치로
상대를 세게 때려서 공격한다.
2-5회 동안 연속으로 쓴다."
